Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-19 13:00,2021,7,19,13:00,26.3,,19.6,,66,,0,,32,,15,,14.5,,100.85,,34,,,,
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-19 14:00,2021,7,19,14:00,25.9,,21.4,,76,,0,,21,,13,,11.3,,100.71,,35,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-19 15:00,2021,7,19,15:00,27.1,,20.4,,66,,0,,23,,13,,9.7,,100.67,,35,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-19 16:00,2021,7,19,16:00,28.8,,19.3,,56,,0,,30,,18,,6.4,,100.64,,36,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-19 17:00,2021,7,19,17:00,28.6,,18.9,,55,,0,,32,,15,,8.1,,100.62,,35,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-19 18:00,2021,7,19,18:00,28.3,,18.9,,56,,0,,32,,13,,8.1,,100.61,,35,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-19 19:00,2021,7,19,19:00,28,,19.2,,58,,0,,34,,5,,9.7,,100.6,,35,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-19 20:00,2021,7,19,20:00,27.3,,19,,60,,0,,32,,9,,9.7,,100.62,,34,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-19 21:00,2021,7,19,21:00,23.6,,20.2,,81,,0,,20,,11,,9.7,,100.66,,31,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-19 22:00,2021,7,19,22:00,22.4,,20.4,,88,,0,,22,,4,,8.1,,100.67,,30,,,,Fog
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-19 23:00,2021,7,19,23:00,22.2,,19.9,,87,,0,,,M,4,,8.1,,100.66,,30,,,,Fog
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 0:00,2021,7,20,0:00,22.5,,19.5,,83,,0,,25,,5,,8.1,,100.61,,30,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 1:00,2021,7,20,1:00,21.9,,19.7,,87,,0,,29,,4,,8.1,,100.59,,29,,,,Fog
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 2:00,2021,7,20,2:00,22.4,,19.4,,83,,0,,,M,4,,8.1,,100.53,,29,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 3:00,2021,7,20,3:00,20.5,,19.5,,94,,0,,27,,8,,8.1,,100.5,,28,,,,Fog
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 4:00,2021,7,20,4:00,21.2,,18,,82,,0,,28,,9,,9.7,,100.49,,27,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 5:00,2021,7,20,5:00,21,,18.4,,85,,0,,26,,8,,9.7,,100.51,,27,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 6:00,2021,7,20,6:00,20.9,,19.4,,91,,0,,25,,9,,8.1,,100.52,,28,,,,Fog
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 7:00,2021,7,20,7:00,21.6,,19.3,,87,,0,,23,,11,,8.1,,100.52,,29,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 8:00,2021,7,20,8:00,22.3,,19.2,,82,,0,,22,,11,,11.3,,100.5,,29,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 9:00,2021,7,20,9:00,22.8,,19.9,,83,,0,,20,,13,,8.1,,100.46,,30,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 10:00,2021,7,20,10:00,23.1,,19.6,,80,,0,,22,,17,,9.7,,100.43,,30,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 11:00,2021,7,20,11:00,24,,20.6,,81,,0,,24,,9,,8.1,,100.39,,32,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 12:00,2021,7,20,12:00,24.2,,20.6,M,,M,0,,19,,18,,8.1,,100.31,,,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 13:00,2021,7,20,13:00,24.2,M,20.6,M,,M,0,,19,,18,,8.1,,,M,,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 14:00,2021,7,20,14:00,24.2,M,20.6,M,,M,0,,24,,13,,11.3,,,M,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 15:00,2021,7,20,15:00,24.2,M,20.6,M,,M,0,,27,,30,,9.7,,,M,,,,,Haze
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 16:00,2021,7,20,16:00,24.2,M,20.6,M,,M,0,,34,,26,,16.1,,,M,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 17:00,2021,7,20,17:00,24.2,M,20.6,M,,M,0,,34,,18,,16.1,,,M,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 18:00,2021,7,20,18:00,20.9,,20.6,M,,M,1.4,,32,,11,,16.1,,100.32,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 19:00,2021,7,20,19:00,21.4,,20.6,M,,M,0,,5,,13,,16.1,,100.35,,,,,,Rain
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 20:00,2021,7,20,20:00,21.4,,20.6,M,,M,0,,33,,13,,16.1,,100.38,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 21:00,2021,7,20,21:00,21.2,,20.6,M,,M,0,,32,,9,,16.1,,100.39,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 22:00,2021,7,20,22:00,20.7,,20.6,M,,M,0,,32,,11,,16.1,,100.45,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-20 23:00,2021,7,20,23:00,20.7,,20.6,M,,M,0,,35,,17,,16.1,,100.45,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 0:00,2021,7,21,0:00,20.5,,20.6,M,,M,0,,2,,15,,16.1,,100.48,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 1:00,2021,7,21,1:00,19.6,,20.6,M,,M,0,,3,,13,,16.1,,100.51,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 2:00,2021,7,21,2:00,18.8,,20.6,M,,M,0,,3,,17,,16.1,,100.51,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 3:00,2021,7,21,3:00,18.1,,20.6,M,,M,0,,35,,11,,16.1,,100.52,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 4:00,2021,7,21,4:00,17.5,,13.7,,78,,0,,36,,21,,16.1,,100.55,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 5:00,2021,7,21,5:00,17.1,,13.7,M,,M,0,,36,,15,,16.1,,100.58,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 6:00,2021,7,21,6:00,17,,13.7,M,,M,0,,34,,15,,16.1,,100.64,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 7:00,2021,7,21,7:00,18.2,,13.7,M,,M,0,,33,,15,,16.1,,100.67,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 8:00,2021,7,21,8:00,20,,13.7,M,,M,0,,33,,15,,16.1,,100.72,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 9:00,2021,7,21,9:00,21.5,,13.7,M,,M,0,,33,,15,,16.1,,100.77,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 10:00,2021,7,21,10:00,22.2,,13.7,M,,M,0,,35,,21,,16.1,,100.78,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 11:00,2021,7,21,11:00,22.2,M,13.7,M,,M,0,,34,,13,,16.1,,,M,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 12:00,2021,7,21,12:00,24.2,,13.7,M,,M,0,,35,,15,,16.1,,100.78,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 13:00,2021,7,21,13:00,24.4,,13.7,M,,M,0,,36,,15,,16.1,,100.79,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 14:00,2021,7,21,14:00,24.7,,8.9,,36,,0,,36,,21,,16.1,,100.77,,25,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 15:00,2021,7,21,15:00,24.7,,9.4,,38,,0,,32,,11,,16.1,,100.78,,26,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 16:00,2021,7,21,16:00,25.2,,10.7,,40,,0,,29,,15,,16.1,,100.77,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 17:00,2021,7,21,17:00,24.6,,11.5,,43,,0,,32,,15,,16.1,,100.77,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 18:00,2021,7,21,18:00,23.8,,12,,47,,0,,32,,18,,16.1,,100.8,,26,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 19:00,2021,7,21,19:00,22.3,,11,,48,,0,,32,,15,,16.1,,100.85,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 20:00,2021,7,21,20:00,21.3,,10.4,,49,,0,,34,,15,,16.1,,100.92,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 21:00,2021,7,21,21:00,20.5,,10.1,,51,,0,,35,,18,,16.1,,100.99,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 22:00,2021,7,21,22:00,19.9,,10.4,,54,,0,,34,,11,,16.1,,101.01,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-21 23:00,2021,7,21,23:00,19.2,,11.1,,59,,0,,33,,15,,16.1,,101.03,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 0:00,2021,7,22,0:00,18.6,,11.5,,63,,0,,33,,15,,16.1,,101.06,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 1:00,2021,7,22,1:00,18.3,,11.9,,66,,0,,33,,17,,16.1,,101.06,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 2:00,2021,7,22,2:00,18,,12.3,,69,,0,,34,,9,,16.1,,101.06,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 3:00,2021,7,22,3:00,17.6,,11.9,,69,,0,,33,,11,,16.1,,101.12,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 4:00,2021,7,22,4:00,17.3,,11.2,,67,,0,,32,,13,,16.1,,101.13,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 5:00,2021,7,22,5:00,16.9,,10.6,,66,,0,,34,,13,,16.1,,101.17,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 6:00,2021,7,22,6:00,16.8,,10.5,,66,,0,,33,,15,,16.1,,101.22,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 7:00,2021,7,22,7:00,18.1,,10.7,,61,,0,,33,,13,,16.1,,101.23,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 8:00,2021,7,22,8:00,20.2,,11.7,,58,,0,,33,,13,,16.1,,101.26,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 9:00,2021,7,22,9:00,21.9,,12.3,,54,,0,,28,,8,,16.1,,101.24,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 10:00,2021,7,22,10:00,22,,14,,60,,0,,20,,17,,16.1,,101.22,,25,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 11:00,2021,7,22,11:00,22.1,,15.9,,67,,0,,19,,13,,16.1,,101.24,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 12:00,2021,7,22,12:00,22.6,,16.8,,69,,0,,18,,18,,16.1,,101.22,,28,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 13:00,2021,7,22,13:00,22,,16.9,,73,,0,,20,,21,,16.1,,101.19,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 14:00,2021,7,22,14:00,22.5,,16.4,,68,,0,,20,,13,,16.1,,101.18,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 15:00,2021,7,22,15:00,23.3,,14.4,,57,,0,,19,,17,,16.1,,101.16,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 16:00,2021,7,22,16:00,22.4,,15.5,,65,,0,,21,,15,,16.1,,101.14,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 17:00,2021,7,22,17:00,23.8,,13.5,,52,,0,,,M,13,,16.1,,101.13,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 18:00,2021,7,22,18:00,24.5,,9.5,,38,,0,,35,,9,,16.1,,101.15,,26,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 19:00,2021,7,22,19:00,24.3,,8,,35,,0,,35,,9,,16.1,,101.17,,25,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 20:00,2021,7,22,20:00,23.5,,10.4,,43,,0,,35,,11,,16.1,,101.19,,25,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 21:00,2021,7,22,21:00,22.7,,9.6,,43,,0,,35,,9,,16.1,,101.24,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 22:00,2021,7,22,22:00,22.4,,9.4,,43,,0,,35,,8,,16.1,,101.25,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-22 23:00,2021,7,22,23:00,21.2,,9.7,,47,,0,,34,,11,,16.1,,101.25,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 0:00,2021,7,23,0:00,20.2,,10.4,,53,,0,,32,,11,,16.1,,101.26,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 1:00,2021,7,23,1:00,19.8,,11.4,,58,,0,,32,,8,,16.1,,101.25,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 2:00,2021,7,23,2:00,19.1,,12.7,,66,,0,,32,,13,,16.1,,101.26,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 3:00,2021,7,23,3:00,18.5,,12.6,,68,,0,,34,,8,,16.1,,101.26,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 4:00,2021,7,23,4:00,18.2,,12.1,,67,,0,,32,,9,,16.1,,101.28,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 5:00,2021,7,23,5:00,16.1,,11.7,,75,,0,,32,,5,,16.1,,101.3,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 6:00,2021,7,23,6:00,17.7,,11.8,,68,,0,,30,,4,,16.1,,101.34,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 7:00,2021,7,23,7:00,19.4,,13.1,,67,,0,,,M,4,,16.1,,101.35,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 8:00,2021,7,23,8:00,19.9,,13.9,,68,,0,,21,,8,,16.1,,101.37,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 9:00,2021,7,23,9:00,20.5,,13.9,,65,,0,,21,,9,,16.1,,101.37,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 10:00,2021,7,23,10:00,21.5,,13.7,,61,,0,,18,,11,,16.1,,101.33,,25,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 11:00,2021,7,23,11:00,21.8,,14.6,,63,,0,,16,,15,,16.1,,101.32,,26,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 12:00,2021,7,23,12:00,22.4,,15.3,,64,,0,,18,,17,,16.1,,101.28,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 13:00,2021,7,23,13:00,22.7,,14.7,,60,,0,,18,,17,,16.1,,101.25,,26,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 14:00,2021,7,23,14:00,23.5,,13.5,,53,,0,,16,,11,,16.1,,101.21,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 15:00,2021,7,23,15:00,23.9,,13.7,,52,,0,,13,,15,,16.1,,101.16,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 16:00,2021,7,23,16:00,24.3,,15.4,,57,,0,,12,,13,,16.1,,101.11,,29,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 17:00,2021,7,23,17:00,24.3,,14.9,,55,,0,,12,,15,,16.1,,101.05,,28,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 18:00,2021,7,23,18:00,23.8,,14.7,,56,,0,,13,,13,,16.1,,101.01,,28,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 19:00,2021,7,23,19:00,22.7,,15.2,,62,,0,,14,,9,,16.1,,101,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 20:00,2021,7,23,20:00,21.9,,16.5,,71,,0,,13,,9,,16.1,,100.98,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 21:00,2021,7,23,21:00,21.6,,17.1,,75,,0,,14,,8,,16.1,,101.02,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 22:00,2021,7,23,22:00,20.9,,18.5,,86,,0,,22,,8,,16.1,,101.03,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-23 23:00,2021,7,23,23:00,20.7,,17.6,,82,,0,,22,,5,,16.1,,101.03,,26,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 0:00,2021,7,24,0:00,21.1,,17.6,,80,,0,,26,,4,,16.1,,100.99,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 1:00,2021,7,24,1:00,18.9,,17.4,,91,,0,,,,0,,16.1,,100.96,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 2:00,2021,7,24,2:00,19.5,,17.1,,86,,0,,8,,8,,16.1,,100.95,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 3:00,2021,7,24,3:00,19.1,,17.5,,90,,0,,8,,5,,16.1,,100.92,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 4:00,2021,7,24,4:00,19.3,,17.3,,88,,0,,7,,9,,16.1,,100.86,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 5:00,2021,7,24,5:00,19.6,,17.6,,88,,0,,7,,9,,16.1,,100.81,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 6:00,2021,7,24,6:00,19.6,,17.9,,90,,0,,7,,13,,16.1,,100.79,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 7:00,2021,7,24,7:00,19.9,,18.6,,92,,0,,7,,11,,16.1,,100.75,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 8:00,2021,7,24,8:00,21.8,,17.4,,76,,0,,17,,9,,16.1,,100.75,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 9:00,2021,7,24,9:00,21.8,,18,,79,,0,,17,,8,,16.1,,100.73,,28,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 10:00,2021,7,24,10:00,22.8,,18,,74,,0,,14,,9,,16.1,,100.69,,29,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 11:00,2021,7,24,11:00,22.3,,17.9,,76,,0,,12,,11,,16.1,,100.65,,28,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 12:00,2021,7,24,12:00,22,,18.7,,81,,0,,8,,8,,16.1,,100.63,,29,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 13:00,2021,7,24,13:00,21.7,,19.8,,89,,0,,9,,11,,16.1,,100.53,,29,,,,Rain
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 14:00,2021,7,24,14:00,23.2,,18.9,,77,,0,,15,,11,,16.1,,100.45,,30,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 15:00,2021,7,24,15:00,21.2,,19.5,,90,,2.3,,14,,9,,12.9,,100.36,,28,,,,Rain
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 16:00,2021,7,24,16:00,21.4,,20.4,,94,,0.2,,18,,13,,16.1,,100.26,,29,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 17:00,2021,7,24,17:00,21.9,,20.4,,91,,0,,16,,9,,16.1,,100.15,,30,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 18:00,2021,7,24,18:00,22,,20.8,,93,,0,,18,,13,,16.1,,100.08,,30,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 19:00,2021,7,24,19:00,22,,20.5,,91,,0.8,,20,,18,,16.1,,99.95,,30,,,,Rain
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 20:00,2021,7,24,20:00,22.1,,20.4,,90,,0,,20,,17,,16.1,,99.83,,30,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 21:00,2021,7,24,21:00,22,,20.3,,90,,0,,22,,17,,16.1,,99.9,,30,,,,Rain
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 22:00,2021,7,24,22:00,22,,20.3,,90,,0.5,,23,,21,,14.5,,99.82,,30,,,,Rain
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-24 23:00,2021,7,24,23:00,21.2,,20.8,,97,,13.9,,24,,17,,4,,99.83,,29,,,,"Heavy Rain,Fog"
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 0:00,2021,7,25,0:00,21.4,,20.6,,95,,1,,25,,17,,16.1,,99.79,,29,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 1:00,2021,7,25,1:00,21.3,,20.7,,96,,0,,24,,18,,16.1,,99.86,,29,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 2:00,2021,7,25,2:00,21.1,,19.7,,91,,0,,28,,15,,16.1,,99.91,,28,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 3:00,2021,7,25,3:00,20.3,,18.6,,90,,0,,28,,13,,16.1,,99.92,,27,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 4:00,2021,7,25,4:00,19.2,,18.1,,93,,0,,28,,8,,16.1,,99.92,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 5:00,2021,7,25,5:00,19,,18,,94,,0,,26,,8,,16.1,,99.99,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 6:00,2021,7,25,6:00,19.8,,18.7,,93,,0,,27,,9,,16.1,,100.06,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 7:00,2021,7,25,7:00,20.9,,19.4,,91,,0,,21,,15,,16.1,,100.09,,28,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 8:00,2021,7,25,8:00,21.4,,20.1,,92,,0,,22,,21,,16.1,,100.15,,29,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 9:00,2021,7,25,9:00,22,,20.7,,92,,0,,23,,17,,16.1,,100.13,,30,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 10:00,2021,7,25,10:00,22.5,,20.7,,90,,0,,21,,17,,16.1,,100.15,,31,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 11:00,2021,7,25,11:00,23.8,,21.2,,85,,0,,19,,15,,16.1,,100.16,,32,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 12:00,2021,7,25,12:00,24.4,,21.5,,84,,0,,18,,15,,16.1,,100.12,,33,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 13:00,2021,7,25,13:00,25.3,,21.8,,81,,0,,19,,18,,16.1,,100.09,,34,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 14:00,2021,7,25,14:00,26.3,,20.8,,72,,0,,20,,24,,12.9,,100.06,,35,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 15:00,2021,7,25,15:00,26.2,,20.7,,71,,0,,22,,22,,11.3,,100.05,,34,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 16:00,2021,7,25,16:00,25.8,,19.9,,70,,0,,21,,17,,16.1,,100.03,,33,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2021-07-25 17:00,2021,7,25,17:00,28.6,,17.4,,50,,0,,26,,22,,14.5,,100.02,,34,,,,NA
